Wall time,Step,Value
1707135434.025481,116,29.0
1707135436.7899938,220,27.5
1707135438.9499946,303,25.25
1707135441.1199949,387,24.1875
1707135443.536994,479,23.950000762939453
1707135445.8259947,564,23.5
1707135447.844994,640,22.85714340209961
1707135449.6459935,710,22.1875
1707135451.567994,777,21.58333396911621
1707135453.6609955,843,21.075000762939453
1707135455.9879959,911,20.704545974731445
1707135458.3615134,980,20.41666603088379
1707135461.1655128,1062,20.423076629638672
1707135463.7675126,1136,20.285715103149414
1707135466.9185133,1221,20.350000381469727
1707135469.715513,1301,20.328125
1707135472.3005128,1376,20.235294342041016
1707135475.6785128,1475,20.48611068725586
1707135479.3195136,1578,20.763158798217773
1707135483.7835124,1706,21.325000762939453
1707135489.4255135,1856,22.095237731933594
1707135494.6035125,1981,22.511363983154297
1707135500.6795125,2139,23.25
1707135506.261513,2296,23.91666603088379
1707135511.566513,2445,24.450000762939453
1707135519.305513,2651,25.350000381469727
1707135529.7209768,2858,26.3799991607666
1707135542.162336,3089,27.860000610351562
1707135554.0042727,3309,29.219999313354492
1707135565.1429012,3532,30.530000686645508
1707135576.6091633,3776,32.119998931884766
1707135587.9497976,4013,33.72999954223633
1707135600.843291,4277,35.66999816894531
1707135611.4382017,4499,37.220001220703125
1707135626.4277189,4783,39.400001525878906
1707135640.5225368,5057,41.459999084472656
1707135651.0035365,5269,42.88999938964844
1707135665.8041914,5558,44.959999084472656
1707135684.1761937,5878,47.41999816894531
1707135706.1211646,6190,49.689998626708984
1707135719.7791634,6423,51.220001220703125
1707135734.1791635,6673,52.970001220703125
1707135748.287164,6915,54.400001525878906
1707135763.6021655,7184,56.060001373291016
1707135778.1291652,7443,57.369998931884766
1707135792.6406834,7709,58.529998779296875
1707135810.0731812,8006,60.25
1707135825.3941808,8284,61.45000076293945
1707135839.5641818,8542,62.459999084472656
1707135857.115182,8866,64.20999908447266
1707135872.8847113,9158,65.06999969482422
1707135886.623381,9410,65.5199966430664
1707135903.0213795,9693,66.04000091552734
1707135921.4753792,10033,67.23999786376953
1707135938.0553806,10338,68.05999755859375
1707135954.16438,10634,68.58000183105469
1707135973.0342305,10945,69.31999969482422
1707135990.7309148,11231,69.54000091552734
1707136009.1651998,11552,70.52999877929688
1707136027.1529326,11858,70.75
1707136040.8012352,12102,70.44999694824219
1707136057.4407527,12397,71.27999877929688
1707136077.190272,12729,71.70999908447266
1707136100.8978012,13109,72.30999755859375
1707136117.4168017,13410,72.19999694824219
1707136138.5467544,13748,73.25
1707136162.1053884,14100,74.2699966430664
1707136183.1183891,14435,75.19999694824219
1707136206.594566,14806,76.22000122070312
1707136226.5531752,15097,76.54000091552734
1707136244.375462,15365,76.55999755859375
1707136269.0755332,15758,77.5199966430664
1707136287.5236926,16054,77.69999694824219
1707136306.9897783,16371,78.29000091552734
1707136323.7348163,16664,77.9800033569336
1707136341.0278158,16957,77.98999786376953
1707136366.735734,17353,79.43000030517578
1707136386.483664,17673,79.80000305175781
1707136403.172664,17960,79.2699966430664
1707136421.859664,18268,79.30000305175781
1707136441.2451248,18593,79.58999633789062
1707136464.4851258,18989,80.44000244140625
1707136478.8921258,19234,80.02999877929688
1707136505.426057,19680,81.27999877929688
1707136534.372059,20175,83.16999816894531
1707136560.9977405,20620,85.18000030517578
1707136584.5962088,21026,86.29000091552734
1707136607.3368478,21404,86.75
1707136631.7077699,21787,86.77999877929688
1707136654.8212926,22149,87.38999938964844
1707136673.909465,22435,86.87000274658203
1707136700.548086,22822,87.22000122070312
1707136723.9626973,23201,87.66000366210938
1707136743.4911819,23492,86.86000061035156
1707136766.4122071,23800,87.02999877929688
1707136794.2111757,24226,88.61000061035156
1707136821.0594716,24602,88.44000244140625
1707136844.9981954,24965,89.11000061035156
1707136873.4619803,25355,89.83999633789062
1707136898.5271132,25705,90.41000366210938
1707136919.7581563,26016,90.58999633789062
1707136940.6215255,26320,89.66999816894531
1707136958.5860994,26595,89.22000122070312
1707136976.601343,26883,89.2300033569336
1707136996.5533412,27185,89.16999816894531
1707137018.2601395,27482,88.88999938964844
1707137045.8931253,27893,89.04000091552734
1707137072.692098,28312,90.77999877929688
1707137095.400307,28668,89.87999725341797
1707137120.6714587,29092,89.16999816894531
1707137141.0204604,29417,87.97000122070312
1707137165.247846,29803,87.7699966430664
1707137192.7751083,30223,88.19000244140625
1707137218.6784112,30628,88.41000366210938
1707137240.0964088,30989,88.4000015258789
1707137267.86213,31427,89.91999816894531
1707137296.9851294,31873,90.51000213623047
1707137319.0251284,32248,90.47000122070312
1707137343.3671434,32630,91.37999725341797
1707137369.1361432,33077,92.7699966430664
1707137388.0161438,33410,91.83999633789062
1707137410.0031433,33781,91.79000091552734
1707137432.005144,34135,91.69999694824219
1707137458.8542821,34566,92.11000061035156
1707137484.4692826,35006,93.01000213623047
1707137505.3202815,35371,93.55000305175781
1707137526.870281,35750,94.30000305175781
1707137552.6104128,36183,95.87999725341797
1707137568.8567412,36467,95.83999633789062
1707137588.0104134,36799,96.13999938964844
1707137609.257626,37152,96.69999694824219
1707137628.0956259,37485,95.91999816894531
1707137650.318432,37878,95.66000366210938
1707137676.7039618,38329,96.61000061035156
1707137691.8469613,38596,95.04000091552734
1707137707.9679615,38878,94.61000061035156
1707137729.0149617,39248,94.44999694824219
1707137757.4988296,39662,94.38999938964844
1707137778.3490288,40029,94.01000213623047
1707137798.782582,40374,93.8499984741211
1707137821.142629,40739,93.12000274658203
1707137842.8483202,41121,92.4800033569336
1707137879.6963484,41629,93.80999755859375
1707137903.383691,41964,93.33999633789062
1707137931.0191877,42398,93.20999908447266
1707137956.1341877,42792,93.81999969482422
1707137980.8074203,43222,94.41000366210938
1707138001.2150874,43562,94.2699966430664
1707138023.5880878,43949,93.83000183105469
1707138047.9470866,44375,93.69000244140625
1707138072.8530872,44795,94.23999786376953
1707138093.7680864,45159,94.08999633789062
1707138115.0010865,45530,93.47000122070312
1707138137.8503711,45912,94.44999694824219
1707138161.5063722,46324,95.25
1707138191.8863716,46858,97.05999755859375
1707138217.7243714,47283,97.9800033569336
1707138239.5323713,47660,97.81999969482422
1707138265.5850496,48108,97.79000091552734
1707138289.3655663,48524,99.27999877929688
1707138319.289014,49007,101.29000091552734
1707138345.7000146,49454,102.05999755859375
1707138369.6610143,49873,102.11000061035156
1707138389.5720148,50219,101.9000015258789
1707138416.9336212,50672,102.9800033569336
1707138447.4831538,51200,104.61000061035156
1707138471.3061535,51585,104.63999938964844
1707138501.8552787,52120,104.91000366210938
1707138531.4033322,52620,106.55999755859375
1707138557.6840274,53073,106.75
1707138585.692168,53557,107.6500015258789
1707138610.286168,53976,107.54000091552734
1707138641.5531664,54519,109.56999969482422
1707138666.9191675,54951,110.0199966430664
1707138694.2742875,55427,110.5199966430664
1707138715.2100184,55789,109.94000244140625
1707138750.8910177,56400,112.41000366210938
1707138780.2880175,56912,113.81999969482422
1707138809.4318857,57389,114.7699966430664
1707138836.5269911,57859,115.3499984741211
1707138868.8149917,58404,115.45999908447266
1707138897.0614307,58894,116.11000061035156
1707138922.1924264,59320,116.5999984741211
1707138951.8993711,59828,117.19999694824219
1707138973.3699684,60200,116.76000213623047
1707138994.9160006,60557,115.5
1707139026.2790022,61101,116.47000122070312
1707139049.9980009,61508,116.3499984741211
1707139074.1270714,61891,116.72000122070312
1707139095.6650717,62266,115.94000244140625
1707139127.7674596,62795,115.94999694824219
1707139157.1604962,63306,117.20999908447266
1707139182.3580651,63737,116.16999816894531
1707139206.904587,64143,115.2300033569336
1707139243.0565872,64774,117.01000213623047
1707139273.0695891,65277,117.19999694824219
1707139299.8005881,65738,117.62000274658203
1707139336.8551164,66355,118.36000061035156
1707139367.7581182,66885,119.33999633789062
1707139398.9972653,67412,119.8499984741211
1707139434.4550004,68029,122.4000015258789
1707139460.7850013,68466,120.66000366210938
1707139488.8220012,68953,120.41000366210938
1707139525.3360016,69561,121.72000122070312
1707139550.8030028,70004,121.44999694824219
1707139582.0256424,70530,121.26000213623047
1707139617.0536435,71136,122.41999816894531
1707139643.386406,71583,122.62999725341797
1707139670.504952,72042,122.13999938964844
1707139697.2784708,72506,123.05999755859375
1707139725.8154178,72988,124.30999755859375
1707139760.6380947,73587,124.86000061035156
1707139794.0620947,74155,126.47000122070312
1707139819.688615,74600,127.08999633789062
1707139844.306614,75014,127.4800033569336
1707139872.4989755,75498,127.02999877929688
1707139900.489973,75981,126.75
1707139948.7430532,76581,128.44000244140625
1707139975.1870182,76990,128.47000122070312
1707140004.3950112,77466,126.91999816894531
1707140026.2220109,77845,125.68000030517578
1707140048.200153,78213,124.75
1707140074.584072,78629,122.73999786376953
1707140104.6849499,79094,122.08999633789062
1707140139.3115537,79584,121.72000122070312
1707140173.485153,80154,121.25
1707140200.978389,80623,121.56999969482422
1707140225.261628,81034,120.80999755859375
1707140254.6550136,81513,119.5199966430664
1707140302.1015291,82330,123.26000213623047
1707140336.5885286,82897,123.66999816894531
1707140365.879052,83400,122.63999938964844
1707140397.1329715,83904,123.20999908447266
1707140433.584268,84533,124.91000366210938
1707140489.6522667,85480,129.74000549316406
1707140523.6892672,86051,130.6300048828125
1707140560.6809132,86683,130.9600067138672
1707140618.0100849,87363,132.0800018310547
1707140662.2985725,88074,134.74000549316406
1707140701.8104134,88742,137.27999877929688
1707140732.3284109,89257,137.58999633789062
1707140770.4084117,89897,139.16000366210938
1707140801.117412,90428,138.47000122070312
1707140843.638449,91104,141.13999938964844
1707140901.5849466,91860,143.94000244140625
1707140942.795203,92452,146.07000732421875
1707140986.570204,93046,148.3300018310547
1707141024.2542024,93591,149.6199951171875
1707141115.5609825,94851,157.57000732421875
1707141143.9479816,95250,156.66000366210938
1707141201.4733868,96041,158.8699951171875
1707141239.7883854,96556,159.3300018310547
1707141309.1363785,97516,164.82000732421875
1707141384.1118424,98576,170.6300048828125
1707141451.4923582,99523,171.92999267578125
1707141517.903076,100440,175.42999267578125
1707141554.3519347,100949,175.49000549316406
1707141605.7771096,101673,177.69000244140625
1707141667.8188653,102535,180.02000427246094
1707141724.0564907,103305,178.25
1707141772.9639444,103978,179.27000427246094
1707141818.4298978,104623,179.39999389648438
1707141880.6509004,105507,181.44000244140625
1707141938.0108628,106276,182.02000427246094
1707141975.3970096,106801,180.58999633789062
1707142019.4127588,107417,181.60000610351562
1707142110.5479465,108692,187.9499969482422
1707142172.0864213,109553,191.25
1707142214.814846,110149,190.4499969482422
1707142254.4373162,110687,188.27000427246094
1707142304.7482083,111368,189.16000366210938
1707142387.6863844,112509,194.6300048828125
1707142457.7389634,113469,198.77999877929688
1707142542.747155,114661,198.10000610351562
1707142615.6521974,115668,204.17999267578125
1707142686.6333764,116661,206.1999969482422
1707142718.7403793,117117,205.61000061035156
1707142757.4510267,117653,201.3699951171875
1707142804.4108405,118264,196.8800048828125
1707142876.035109,119099,195.75999450683594
1707142935.6673007,119860,194.1999969482422
1707143010.0541391,120574,196.25
1707143091.672315,121447,197.74000549316406
1707143250.3732526,123012,204.77000427246094
1707143307.1867487,123628,203.22999572753906
1707143352.388279,124246,202.67999267578125
1707143402.7997646,124924,203.00999450683594
1707143469.362731,125770,202.6300048828125
1707143531.188399,126539,202.6300048828125
1707143578.0462878,127130,203.2899932861328
